job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,education_required,years_experience,industry,company_size,posting_date,year,company_name
Robotics Engineer,30598,Entry,Full-time,India,Hybrid,"Data Visualization, Kubernetes, Scala",Associate,0,Consulting,Large(>250),20-04-2025,2025,Smart Analytics
AI Research Scientist,59506,Entry,Contract,France,Hybrid,"Computer Vision, NLP, Git, Kubernetes",Bachelor,0,Healthcare,Small(<50),24-02-2025,2025,Machine Intelligence Group
AI Consultant,176984,Executive,Full-time,Canada,Hybrid,"Computer Vision, Java, Spark, Statistics, Deep Learning",Bachelor,19,Transportation,Small(<50),06-04-2025,2025,Machine Intelligence Group
Head of AI,76635,Mid,Freelance,Finland,No remote,"PyTorch, Python, MLOps",PhD,3,Transportation,Mid(50-250),21-10-2024,2024,Cognitive Computing
ML Ops Engineer,142757,Senior,Contract,Israel,No remote,"Tableau, NLP, Mathematics",PhD,6,Gaming,Mid(50-250),27-10-2024,2024,Cloud AI Solutions
Machine Learning Engineer,157767,Senior,Freelance,Australia,Fully remote,"NLP, Linux, Mathematics",Associate,5,Transportation,Large(>250),19-01-2025,2025,Smart Analytics
Data Scientist,155133,Senior,Freelance,Japan,Hybrid,"MLOps, AWS, R",Associate,8,Education,Mid(50-250),22-04-2024,2024,Machine Intelligence Group
AI Consultant,103814,Mid,Freelance,Finland,Hybrid,"Mathematics, AWS, Linux",Associate,3,Finance,Mid(50-250),21-02-2024,2024,Smart Analytics
NLP Engineer,126742,Mid,Part-time,Switzerland,No remote,"AWS, Kubernetes, Tableau",Associate,3,Real Estate,Mid(50-250),05-09-2024,2024,Advanced Robotics
Machine Learning Engineer,149642,Executive,Part-time,Singapore,No remote,"Python, NLP, SQL, AWS, TensorFlow",Associate,14,Telecommunications,Small(<50),11-04-2024,2024,Quantum Computing Inc
Machine Learning Engineer,119639,Senior,Part-time,United Kingdom,Hybrid,"Tableau, Python, Data Visualization",Bachelor,9,Retail,Small(<50),06-01-2025,2025,Quantum Computing Inc
AI Architect,94779,Senior,Full-time,Canada,Fully remote,"Scala, Java, Docker, Kubernetes, Data Visualization",Master,7,Media,Small(<50),15-05-2024,2024,Advanced Robotics
Data Scientist,289132,Executive,Full-time,Norway,Fully remote,"TensorFlow, R, NLP",Associate,12,Automotive,Small(<50),12-01-2025,2025,Cloud AI Solutions
NLP Engineer,81914,Entry,Contract,Germany,No remote,"Linux, Git, SQL",Master,1,Government,Large(>250),06-08-2024,2024,DataVision Ltd
Autonomous Systems Engineer,143423,Senior,Full-time,Austria,Fully remote,"Python, Java, Deep Learning",Associate,5,Healthcare,Large(>250),01-03-2024,2024,Predictive Systems
Autonomous Systems Engineer,67712,Entry,Contract,Austria,No remote,"Scala, Linux, Python, AWS, Docker",Bachelor,0,Government,Small(<50),18-01-2025,2025,Autonomous Tech
Robotics Engineer,119637,Senior,Full-time,United Kingdom,Hybrid,"Python, AWS, Data Visualization",PhD,9,Education,Small(<50),23-04-2024,2024,Digital Transformation LLC
Computer Vision Engineer,95673,Mid,Freelance,Netherlands,No remote,"Tableau, TensorFlow, Python, Linux",PhD,3,Finance,Large(>250),30-08-2024,2024,Predictive Systems
ML Ops Engineer,206540,Executive,Full-time,Germany,Hybrid,"R, Mathematics, TensorFlow",PhD,11,Media,Mid(50-250),23-02-2025,2025,TechCorp Inc
ML Ops Engineer,251443,Executive,Full-time,United States,No remote,"Python, Scala, Docker, Deep Learning, NLP",Associate,10,Automotive,Small(<50),08-03-2024,2024,DataVision Ltd
Data Engineer,116790,Senior,Contract,Canada,Fully remote,"Java, PyTorch, TensorFlow, Computer Vision, R",Associate,7,Education,Mid(50-250),18-01-2025,2025,Algorithmic Solutions
Computer Vision Engineer,113165,Senior,Full-time,Germany,No remote,"Docker, Python, NLP, Computer Vision",Master,6,Consulting,Small(<50),18-09-2024,2024,Digital Transformation LLC
AI Research Scientist,117256,Mid,Part-time,Switzerland,Fully remote,"AWS, Scala, Computer Vision",PhD,3,Healthcare,Small(<50),12-06-2024,2024,Algorithmic Solutions
AI Specialist,300778,Executive,Part-time,Norway,No remote,"Java, Python, GCP, Spark, TensorFlow",Bachelor,12,Technology,Mid(50-250),04-02-2025,2025,Predictive Systems
Robotics Engineer,141137,Senior,Contract,Singapore,Fully remote,"Git, Linux, GCP, Spark",Associate,6,Finance,Large(>250),12-02-2024,2024,Advanced Robotics
Robotics Engineer,46660,Mid,Contract,China,No remote,"AWS, Kubernetes, Docker",Bachelor,4,Consulting,Small(<50),19-06-2024,2024,Autonomous Tech
Principal Data Scientist,167557,Executive,Part-time,Israel,No remote,"Azure, SQL, Data Visualization, Deep Learning",Associate,10,Consulting,Large(>250),19-06-2024,2024,Digital Transformation LLC
Data Engineer,152794,Senior,Part-time,United States,Fully remote,"Scala, GCP, Docker",Associate,9,Automotive,Large(>250),24-05-2024,2024,Neural Networks Co
AI Consultant,96217,Executive,Freelance,China,Fully remote,"R, SQL, Linux, Docker",Master,18,Healthcare,Large(>250),25-12-2024,2024,Digital Transformation LLC
AI Architect,93192,Entry,Contract,Switzerland,Hybrid,"Azure, Python, MLOps, Scala, R",Master,0,Education,Large(>250),12-03-2024,2024,Autonomous Tech
Robotics Engineer,104902,Mid,Freelance,Ireland,No remote,"Azure, NLP, Spark, AWS",Master,4,Real Estate,Large(>250),09-01-2024,2024,Future Systems
AI Software Engineer,77869,Mid,Part-time,South Korea,Fully remote,"GCP, Kubernetes, Tableau, Mathematics, SQL",Associate,4,Finance,Small(<50),23-05-2024,2024,DataVision Ltd
AI Software Engineer,61860,Senior,Full-time,China,Fully remote,"Kubernetes, Python, Computer Vision, TensorFlow, Linux",Master,6,Transportation,Mid(50-250),05-10-2024,2024,Predictive Systems
ML Ops Engineer,149417,Senior,Full-time,Ireland,No remote,"Docker, Azure, Linux, GCP, Java",PhD,9,Government,Large(>250),12-11-2024,2024,Smart Analytics
Head of AI,46702,Mid,Part-time,China,Fully remote,"Kubernetes, R, SQL",Bachelor,2,Media,Mid(50-250),09-11-2024,2024,Quantum Computing Inc
Data Scientist,65493,Entry,Part-time,Ireland,Hybrid,"Data Visualization, Linux, Mathematics, Python, Computer Vision",Associate,0,Finance,Large(>250),02-09-2024,2024,DeepTech Ventures
Head of AI,84582,Mid,Freelance,Japan,Fully remote,"Scala, Spark, TensorFlow, AWS",Associate,4,Government,Mid(50-250),14-07-2024,2024,Smart Analytics
AI Software Engineer,168343,Senior,Full-time,Japan,No remote,"Git, Scala, Statistics, Mathematics",Associate,7,Education,Large(>250),01-02-2024,2024,DataVision Ltd
Machine Learning Researcher,122314,Executive,Full-time,South Korea,Hybrid,"R, Java, AWS, Deep Learning",PhD,10,Manufacturing,Small(<50),18-04-2025,2025,DeepTech Ventures
Autonomous Systems Engineer,177998,Senior,Contract,United States,Hybrid,"Deep Learning, Mathematics, NLP",PhD,9,Energy,Large(>250),30-12-2024,2024,Digital Transformation LLC
Data Analyst,53354,Entry,Part-time,South Korea,Fully remote,"TensorFlow, Python, MLOps",Associate,0,Real Estate,Small(<50),15-05-2024,2024,Digital Transformation LLC
Head of AI,160257,Mid,Contract,Norway,Fully remote,"PyTorch, AWS, Mathematics, Docker",Master,4,Retail,Large(>250),05-02-2024,2024,Future Systems
Robotics Engineer,47255,Entry,Contract,South Korea,Fully remote,"R, Docker, Statistics, GCP, Git",Bachelor,1,Media,Small(<50),07-12-2024,2024,Advanced Robotics
AI Research Scientist,244976,Executive,Contract,Singapore,Fully remote,"Java, AWS, MLOps, Computer Vision",Associate,15,Gaming,Mid(50-250),12-01-2024,2024,TechCorp Inc
Principal Data Scientist,18580,Entry,Freelance,India,Hybrid,"Spark, NLP, Statistics, Linux, Python",Master,0,Real Estate,Small(<50),24-02-2025,2025,Digital Transformation LLC
Robotics Engineer,92541,Entry,Full-time,United Kingdom,Hybrid,"NLP, GCP, MLOps",Bachelor,1,Finance,Large(>250),11-09-2024,2024,Predictive Systems
AI Software Engineer,136851,Senior,Full-time,United States,Fully remote,"R, GCP, Scala",Bachelor,5,Finance,Small(<50),29-07-2024,2024,Machine Intelligence Group
AI Specialist,74577,Entry,Freelance,United Kingdom,No remote,"Git, Spark, Computer Vision, Hadoop, AWS",PhD,1,Education,Large(>250),16-02-2025,2025,Machine Intelligence Group
Data Engineer,130249,Mid,Part-time,Singapore,No remote,"Mathematics, Statistics, Tableau, Spark",PhD,3,Consulting,Large(>250),27-12-2024,2024,Autonomous Tech
Machine Learning Researcher,279715,Executive,Freelance,Denmark,Hybrid,"Docker, SQL, Hadoop, AWS",Master,10,Telecommunications,Small(<50),12-01-2024,2024,Digital Transformation LLC
Data Analyst,25917,Mid,Contract,India,No remote,"SQL, GCP, MLOps",Associate,2,Retail,Small(<50),29-05-2024,2024,Cognitive Computing
Deep Learning Engineer,192954,Executive,Contract,Netherlands,Hybrid,"AWS, Kubernetes, Scala",Bachelor,10,Retail,Small(<50),16-06-2024,2024,DeepTech Ventures
Machine Learning Engineer,151696,Executive,Full-time,United States,No remote,"Python, Computer Vision, Git",Master,19,Education,Small(<50),28-05-2024,2024,AI Innovations
Computer Vision Engineer,181487,Executive,Contract,United States,Fully remote,"Python, TensorFlow, Tableau",PhD,15,Manufacturing,Mid(50-250),05-09-2024,2024,Neural Networks Co
Machine Learning Engineer,290032,Executive,Freelance,Switzerland,Fully remote,"AWS, Spark, R, Statistics, Mathematics",Master,18,Gaming,Small(<50),07-12-2024,2024,Algorithmic Solutions
Principal Data Scientist,88078,Mid,Part-time,Israel,Fully remote,"Kubernetes, TensorFlow, SQL, Spark",Bachelor,2,Automotive,Large(>250),31-03-2024,2024,Machine Intelligence Group
Robotics Engineer,120897,Mid,Full-time,Ireland,Fully remote,"SQL, Java, PyTorch",PhD,3,Gaming,Large(>250),11-05-2024,2024,Neural Networks Co
Head of AI,99552,Mid,Contract,United Kingdom,Fully remote,"Azure, TensorFlow, GCP, Kubernetes, Computer Vision",PhD,3,Manufacturing,Large(>250),16-06-2024,2024,Predictive Systems
AI Architect,229166,Executive,Full-time,Germany,Hybrid,"Scala, Linux, PyTorch",Master,15,Healthcare,Small(<50),12-02-2025,2025,DataVision Ltd
Data Engineer,65688,Entry,Contract,Netherlands,No remote,"SQL, PyTorch, Azure, Computer Vision",Bachelor,0,Healthcare,Small(<50),29-10-2024,2024,Digital Transformation LLC
Data Analyst,94258,Mid,Full-time,United Kingdom,Fully remote,"Java, Deep Learning, R",Bachelor,4,Manufacturing,Small(<50),15-05-2024,2024,Autonomous Tech
Machine Learning Researcher,61046,Entry,Contract,France,Hybrid,"Spark, Tableau, R, AWS",Associate,0,Real Estate,Small(<50),25-08-2024,2024,Future Systems
AI Research Scientist,200891,Executive,Full-time,Australia,Hybrid,"Spark, TensorFlow, PyTorch, Computer Vision, Docker",PhD,12,Gaming,Small(<50),01-12-2024,2024,Algorithmic Solutions
AI Software Engineer,135505,Senior,Freelance,Japan,No remote,"AWS, MLOps, Tableau, Statistics, Computer Vision",Bachelor,7,Education,Large(>250),20-03-2025,2025,Predictive Systems
Computer Vision Engineer,98227,Mid,Contract,Norway,No remote,"Python, Git, Tableau, Computer Vision",Associate,3,Retail,Small(<50),31-07-2024,2024,TechCorp Inc
Principal Data Scientist,156496,Executive,Part-time,South Korea,No remote,"AWS, R, Python, Statistics",PhD,15,Retail,Mid(50-250),28-05-2024,2024,Future Systems
Machine Learning Researcher,102263,Mid,Freelance,Australia,No remote,"AWS, Tableau, Hadoop, TensorFlow, Azure",Associate,4,Retail,Mid(50-250),28-06-2024,2024,Algorithmic Solutions
Data Scientist,82355,Mid,Freelance,United Kingdom,Hybrid,"Scala, Kubernetes, MLOps, SQL",Associate,4,Government,Small(<50),04-11-2024,2024,Algorithmic Solutions
AI Software Engineer,102312,Executive,Contract,China,Fully remote,"AWS, Scala, PyTorch",Master,14,Government,Mid(50-250),24-03-2025,2025,DataVision Ltd
Machine Learning Engineer,213639,Executive,Freelance,Sweden,Hybrid,"R, SQL, Docker, Computer Vision",Associate,14,Transportation,Small(<50),04-12-2024,2024,Algorithmic Solutions
Autonomous Systems Engineer,79347,Entry,Full-time,Denmark,No remote,"Python, Mathematics, Spark",Master,1,Healthcare,Mid(50-250),12-11-2024,2024,Cloud AI Solutions
Machine Learning Engineer,378082,Executive,Part-time,Denmark,Fully remote,"Scala, Statistics, R, Linux",PhD,14,Transportation,Large(>250),21-12-2024,2024,DataVision Ltd
AI Specialist,90690,Mid,Freelance,Israel,No remote,"R, SQL, Python, TensorFlow",Bachelor,3,Telecommunications,Mid(50-250),27-01-2024,2024,Advanced Robotics
AI Software Engineer,183050,Executive,Contract,Israel,Hybrid,"Deep Learning, NLP, PyTorch, GCP",Master,19,Retail,Large(>250),11-09-2024,2024,Autonomous Tech
AI Research Scientist,106292,Mid,Full-time,France,No remote,"GCP, Python, PyTorch, Tableau",Associate,2,Gaming,Large(>250),13-02-2025,2025,DataVision Ltd
Data Engineer,281331,Executive,Freelance,Switzerland,Hybrid,"Kubernetes, Scala, Mathematics",Associate,19,Automotive,Mid(50-250),15-04-2025,2025,Advanced Robotics
Deep Learning Engineer,269789,Executive,Part-time,Japan,Hybrid,"SQL, Python, Kubernetes, Computer Vision, Data Visualization",PhD,18,Transportation,Mid(50-250),03-01-2025,2025,DataVision Ltd
Principal Data Scientist,55691,Entry,Part-time,Germany,No remote,"Azure, Tableau, Spark, Git",Bachelor,1,Energy,Mid(50-250),14-06-2024,2024,Predictive Systems
AI Research Scientist,162401,Executive,Freelance,Netherlands,Hybrid,"Deep Learning, Linux, SQL, MLOps",PhD,19,Education,Mid(50-250),29-04-2024,2024,Cognitive Computing
Robotics Engineer,185193,Senior,Full-time,Switzerland,Hybrid,"Data Visualization, Spark, SQL, Java, Deep Learning",Associate,8,Government,Small(<50),05-04-2024,2024,Quantum Computing Inc
AI Product Manager,288184,Executive,Full-time,Germany,Fully remote,"Docker, MLOps, R, Hadoop",Bachelor,13,Manufacturing,Large(>250),25-11-2024,2024,Algorithmic Solutions
Machine Learning Researcher,124643,Senior,Contract,Canada,No remote,"MLOps, Scala, Java",PhD,9,Automotive,Large(>250),30-04-2025,2025,Neural Networks Co
AI Software Engineer,43362,Entry,Full-time,Israel,No remote,"GCP, PyTorch, Kubernetes, AWS, Docker",Master,0,Consulting,Small(<50),13-02-2025,2025,DataVision Ltd
ML Ops Engineer,79374,Senior,Part-time,South Korea,Hybrid,"GCP, Mathematics, TensorFlow, Python",Bachelor,5,Telecommunications,Small(<50),21-12-2024,2024,Neural Networks Co
AI Consultant,316394,Executive,Full-time,Switzerland,Hybrid,"Azure, SQL, Git",Bachelor,10,Finance,Small(<50),24-07-2024,2024,Advanced Robotics
Autonomous Systems Engineer,96744,Senior,Part-time,Germany,Hybrid,"AWS, Docker, GCP, Tableau, PyTorch",Master,8,Real Estate,Small(<50),05-11-2024,2024,Cloud AI Solutions
Head of AI,95183,Entry,Full-time,Singapore,No remote,"PyTorch, Kubernetes, GCP",PhD,1,Finance,Large(>250),17-11-2024,2024,Algorithmic Solutions
Machine Learning Researcher,121586,Senior,Part-time,United States,Fully remote,"Scala, PyTorch, Mathematics, MLOps, Git",Bachelor,9,Consulting,Mid(50-250),23-06-2024,2024,DeepTech Ventures
Machine Learning Researcher,64380,Entry,Freelance,Singapore,Hybrid,"Spark, Data Visualization, Java, TensorFlow",Bachelor,1,Healthcare,Mid(50-250),11-11-2024,2024,Predictive Systems
Computer Vision Engineer,142065,Senior,Part-time,United Kingdom,No remote,"R, Computer Vision, Data Visualization, NLP",PhD,9,Transportation,Small(<50),14-09-2024,2024,Quantum Computing Inc
Autonomous Systems Engineer,30742,Entry,Full-time,China,No remote,"Azure, TensorFlow, GCP, Deep Learning",Bachelor,0,Media,Small(<50),19-04-2025,2025,Smart Analytics
Head of AI,207496,Senior,Freelance,Switzerland,Hybrid,"Git, Scala, Docker, Tableau",Master,5,Consulting,Large(>250),27-03-2024,2024,Advanced Robotics
AI Research Scientist,89982,Mid,Contract,Israel,No remote,"Deep Learning, Kubernetes, Scala",Associate,4,Transportation,Small(<50),29-03-2025,2025,Machine Intelligence Group
Deep Learning Engineer,116355,Senior,Full-time,Ireland,Hybrid,"Python, TensorFlow, MLOps, Deep Learning",Bachelor,9,Gaming,Small(<50),26-07-2024,2024,Advanced Robotics
AI Architect,87703,Mid,Full-time,Israel,No remote,"Docker, Tableau, R",Master,4,Manufacturing,Large(>250),15-02-2025,2025,Cognitive Computing
Data Scientist,75219,Entry,Full-time,Switzerland,Fully remote,"Git, R, Tableau, NLP",Associate,0,Government,Mid(50-250),03-07-2024,2024,Future Systems
Deep Learning Engineer,71478,Entry,Full-time,France,No remote,"Docker, PyTorch, Spark",PhD,0,Education,Large(>250),11-09-2024,2024,Digital Transformation LLC
AI Research Scientist,132922,Senior,Freelance,United Kingdom,No remote,"Linux, Spark, MLOps, Mathematics, Python",Bachelor,9,Automotive,Large(>250),13-03-2025,2025,Machine Intelligence Group
Robotics Engineer,155903,Senior,Part-time,Canada,Fully remote,"Scala, MLOps, Data Visualization",Bachelor,5,Finance,Large(>250),05-01-2025,2025,DeepTech Ventures
AI Research Scientist,176781,Executive,Freelance,South Korea,No remote,"PyTorch, Statistics, Java, GCP",Bachelor,16,Manufacturing,Small(<50),05-04-2024,2024,Cloud AI Solutions
ML Ops Engineer,125692,Senior,Full-time,Australia,Hybrid,"SQL, Python, Git, Deep Learning",Associate,8,Consulting,Small(<50),23-11-2024,2024,Cognitive Computing
AI Product Manager,118577,Executive,Part-time,South Korea,Hybrid,"SQL, AWS, Java, Azure, R",PhD,10,Media,Mid(50-250),24-10-2024,2024,AI Innovations
AI Product Manager,56555,Entry,Full-time,South Korea,No remote,"TensorFlow, Java, Data Visualization",Associate,1,Real Estate,Small(<50),30-12-2024,2024,DeepTech Ventures
Research Scientist,60065,Entry,Full-time,Finland,No remote,"Mathematics, PyTorch, Spark",PhD,0,Manufacturing,Large(>250),26-12-2024,2024,Future Systems
Research Scientist,139198,Senior,Contract,Sweden,No remote,"Spark, Hadoop, GCP, Java, Mathematics",Associate,6,Gaming,Large(>250),26-07-2024,2024,Algorithmic Solutions
Machine Learning Researcher,143607,Senior,Full-time,Ireland,No remote,"Azure, Hadoop, Python, GCP",Associate,6,Retail,Mid(50-250),20-03-2025,2025,Digital Transformation LLC
Data Analyst,176811,Executive,Contract,South Korea,Hybrid,"Kubernetes, Scala, Git, Java, GCP",Associate,16,Consulting,Large(>250),04-11-2024,2024,Advanced Robotics
Principal Data Scientist,166590,Senior,Contract,Netherlands,Fully remote,"Tableau, Docker, Azure, Scala, Python",Bachelor,5,Media,Large(>250),20-07-2024,2024,Quantum Computing Inc
Computer Vision Engineer,34463,Mid,Freelance,India,Fully remote,"PyTorch, Python, Kubernetes, AWS",PhD,2,Technology,Mid(50-250),20-07-2024,2024,Neural Networks Co
AI Software Engineer,195880,Executive,Freelance,Finland,No remote,"Hadoop, Python, TensorFlow, GCP, R",PhD,18,Retail,Small(<50),17-01-2024,2024,Neural Networks Co
Research Scientist,41697,Mid,Part-time,China,Hybrid,"Azure, Python, TensorFlow",PhD,3,Manufacturing,Mid(50-250),11-12-2024,2024,AI Innovations
Research Scientist,61900,Entry,Contract,Norway,Hybrid,"TensorFlow, Scala, Deep Learning",Master,1,Healthcare,Small(<50),20-11-2024,2024,DataVision Ltd
AI Consultant,32827,Mid,Freelance,China,Fully remote,"Python, Kubernetes, SQL, Linux, Docker",Associate,2,Manufacturing,Small(<50),03-11-2024,2024,DataVision Ltd
Research Scientist,71766,Entry,Freelance,Canada,Hybrid,"Spark, Java, Mathematics, PyTorch, Computer Vision",Bachelor,1,Technology,Large(>250),17-06-2024,2024,DeepTech Ventures
